DTE1,DTE2,Count,Average,pDelta
534,417,73,0.000734355,-0.606727
36,6,243,0.000734289,-0.341446
32,7,272,0.00073416,-0.44951
190,17,53,0.000733872,-0.790496
717,527,74,0.000733768,-0.603188
534,436,73,0.00073361,-0.606727
137,121,233,0.000733585,-0.426161
44,15,125,0.000733521,-0.422997
83,70,2,0.000733471,-0.825445
436,288,61,0.0007333,-0.550883
254,46,73,0.0007332,-0.620796
76,69,1,0.000732839,-0.85602
311,199,16,0.000732802,-0.92436
52,8,4,0.000732463,-0.89768
32,14,441,0.000732382,-0.471495
325,189,24,0.000732314,-0.871847
39,22,307,0.000732142,-0.426833
409,339,1,0.000731818,-1
73,50,2,0.000731815,-0.89251
442,416,1,0.000731809,-1
405,282,4,0.000731682,-1
162,109,53,0.000731579,-0.808256
714,598,2,0.000731513,-1
534,427,73,0.000731292,-0.606727
177,49,97,0.000731269,-0.586842
325,203,24,0.000731062,-0.871847
436,353,61,0.000731022,-0.550883
27,6,34,0.000730869,-0.51997
268,120,91,0.000730851,-0.556215
254,53,73,0.000730849,-0.620796
240,232,3,0.000730725,-0.77869
97,6,1,0.000730597,-0.88884
219,67,28,0.000730565,-0.832896
409,312,1,0.000730553,-1
219,45,28,0.000730097,-0.832896
812,708,31,0.000730087,-0.677744
30,12,236,0.000730051,-0.453611
381,165,97,0.000729987,-0.709646
325,183,24,0.000729896,-0.871847
41,2,101,0.000729873,-0.501417
745,583,66,0.000729835,-0.555351
18,0,376,0.000729694,-0.531816
534,337,73,0.000729682,-0.606727
141,42,36,0.000729656,-0.671661
346,120,46,0.000729649,-0.885197
87,23,15,0.000729544,-0.576246
717,578,74,0.000729527,-0.603188
254,114,73,0.00072934,-0.620796
100,18,95,0.000729221,-0.481526
43,24,455,0.000729053,-0.458778
745,693,66,0.00072905,-0.555351
83,9,2,0.000729034,-0.825445
436,302,61,0.000728746,-0.550883
254,51,73,0.000728674,-0.620796
717,644,74,0.000728542,-0.603188
745,654,68,0.000728155,-0.541201
717,660,74,0.000728108,-0.603188
268,116,91,0.000727983,-0.556215
436,290,61,0.000727838,-0.550883
534,428,73,0.000727799,-0.606727
87,29,15,0.000727768,-0.576246
534,350,73,0.000727685,-0.606727
533,507,1,0.000727651,-1
715,689,1,0.000727651,-1
268,122,91,0.000727559,-0.556215
219,50,28,0.000727492,-0.832896
254,45,73,0.000727292,-0.620796
77,60,47,0.0007272,-0.472491
534,346,73,0.00072718,-0.606727
33,0,260,0.000727171,-0.494841
268,115,91,0.000727155,-0.556215
97,7,1,0.000727141,-0.88884
268,130,91,0.000726945,-0.556215
436,269,61,0.000726891,-0.550883
405,192,4,0.000726689,-1
325,162,24,0.000726468,-0.871847
56,43,5,0.000726452,-0.942822
177,36,97,0.000726434,-0.586842
325,154,24,0.000726417,-0.871847
81,60,37,0.00072614,-0.608709
311,172,16,0.00072611,-0.92436
72,4,139,0.000726003,-0.643771
76,34,1,0.000725881,-0.85602
534,361,73,0.000725798,-0.606727
745,659,68,0.000725784,-0.541201
184,163,216,0.000725778,-0.355259
534,329,73,0.000725686,-0.606727
42,10,297,0.00072567,-0.360173
141,30,36,0.000725494,-0.671661
177,46,97,0.000725447,-0.586842
177,30,97,0.000725347,-0.586842
745,673,66,0.000725302,-0.555351
212,197,115,0.000725299,-0.452356
436,280,61,0.000725259,-0.550883
381,310,97,0.000725159,-0.709646
177,25,97,0.000725123,-0.586842
745,584,66,0.000725038,-0.555351
60,46,36,0.000725025,-0.686064
268,135,91,0.000725013,-0.556215
436,281,61,0.000724947,-0.550883
812,738,31,0.000724942,-0.677744
177,58,97,0.000724754,-0.586842
177,65,97,0.00072455,-0.586842
100,22,95,0.00072438,-0.481526
367,197,52,0.000724307,-0.759513
219,81,28,0.00072425,-0.832896
745,652,66,0.000724132,-0.555351
367,213,52,0.000724113,-0.759513
534,401,73,0.000724112,-0.606727
367,198,52,0.000724017,-0.759513
318,301,2,0.000723807,-0.64407
717,533,74,0.000723773,-0.603188
45,32,22,0.000723612,-0.393163
233,56,24,0.000723226,-0.915316
85,44,3,0.000723168,-0.838487
177,52,97,0.000723091,-0.586842
268,147,91,0.000722839,-0.556215
717,575,74,0.000722814,-0.603188
254,50,73,0.000722787,-0.620796
137,122,235,0.000722762,-0.422578
534,336,73,0.000722711,-0.606727
325,204,24,0.000722661,-0.871847
100,29,95,0.000722402,-0.481526
268,141,91,0.000722362,-0.556215
177,45,97,0.000722215,-0.586842
39,21,343,0.000722191,-0.447935
360,303,81,0.000721963,-0.442582
177,24,97,0.000721894,-0.586842
346,113,46,0.000721811,-0.885197
534,421,73,0.000721804,-0.606727
77,65,41,0.000721801,-0.43011
707,702,2,0.000721792,-0.908225
85,71,3,0.000721732,-0.838487
30,10,329,0.000721626,-0.381605
346,119,46,0.000721379,-0.885197
141,39,36,0.000721175,-0.671661
268,106,91,0.00072111,-0.556215
141,22,36,0.000720975,-0.671661
381,168,97,0.000720945,-0.709646
436,322,61,0.000720908,-0.550883
142,39,24,0.000720826,-0.976553
219,100,28,0.00072077,-0.832896
714,528,2,0.000720467,-1
745,595,66,0.000720368,-0.555351
268,150,91,0.00072023,-0.556215
325,161,24,0.000720108,-0.871847
239,233,2,0.000720099,-0.81241
25,14,274,0.000720058,-0.369328
534,332,73,0.000719972,-0.606727
50,16,335,0.000719924,-0.467483
325,157,24,0.000719916,-0.871847
367,196,52,0.000719847,-0.759513
99,6,3,0.000719751,-0.89553
436,267,61,0.000719683,-0.550883
29,9,59,0.000719446,-0.515573
534,347,73,0.000719141,-0.606727
42,11,321,0.000719064,-0.403896
141,21,36,0.000718961,-0.671661
268,121,91,0.000718805,-0.556215
745,581,66,0.000718535,-0.555351
325,176,24,0.000718492,-0.871847
219,107,28,0.0007182,-0.832896
48,1,86,0.000718075,-0.557856
409,329,1,0.000717898,-1
534,465,73,0.000717794,-0.606727
367,316,52,0.000717756,-0.759513
268,144,91,0.000717742,-0.556215
46,25,287,0.000717514,-0.658306
233,52,24,0.000717497,-0.915316
254,129,73,0.000717398,-0.620796
717,532,74,0.000717209,-0.603188
74,46,89,0.00071714,-0.772498
100,28,95,0.00071711,-0.481526
405,199,4,0.000717107,-1
436,338,61,0.000717,-0.550883
268,142,91,0.000716893,-0.556215
268,107,91,0.000716813,-0.556215
436,301,61,0.000716603,-0.550883
163,112,185,0.000716558,-0.583415
367,199,52,0.000716554,-0.759513
717,602,74,0.000716404,-0.603188
268,108,91,0.000716142,-0.556215
311,191,16,0.000716002,-0.92436
269,254,101,0.000715903,-0.297042
717,528,74,0.000715878,-0.603188
37,11,165,0.000715842,-0.428722
33,8,130,0.000715797,-0.477259
156,141,115,0.000715748,-0.453093
268,127,91,0.000715525,-0.556215
32,22,295,0.000715254,-0.454397
72,6,126,0.000715234,-0.652482
99,7,3,0.000715214,-0.89553
534,333,73,0.000715121,-0.606727
405,218,4,0.000714708,-1
534,326,73,0.000714636,-0.606727
142,42,24,0.000714618,-0.976553
717,519,74,0.000714596,-0.603188
436,289,61,0.000714467,-0.550883
402,393,4,0.000714447,-0.975533
812,707,31,0.000714366,-0.677744
409,315,1,0.000714216,-1
190,16,53,0.000714068,-0.790496
268,113,91,0.000714056,-0.556215
745,585,66,0.000713912,-0.555351
177,38,97,0.000713679,-0.586842
44,39,178,0.000713512,-0.348836
44,7,125,0.000713448,-0.422997
22,5,16,0.000713283,-0.545376
360,270,81,0.000713217,-0.442582
268,109,91,0.000713212,-0.556215
325,156,24,0.000713145,-0.871847
717,511,74,0.000713126,-0.603188
177,15,97,0.000713004,-0.586842
141,23,36,0.000712816,-0.671661
177,109,97,0.000712732,-0.586842
717,543,74,0.000712716,-0.603188
325,158,24,0.000712618,-0.871847
745,602,66,0.000712561,-0.555351
268,112,91,0.000712537,-0.556215
100,17,95,0.000712426,-0.481526
346,277,46,0.00071242,-0.885197
745,591,66,0.000712382,-0.555351
745,687,66,0.000712379,-0.555351
325,151,24,0.000712241,-0.871847
268,105,91,0.000712107,-0.556215
29,0,41,0.000712094,-0.580965
360,283,81,0.000712068,-0.442582
360,288,81,0.000711933,-0.442582
76,15,5,0.000711932,-0.864546
812,731,31,0.000711751,-0.677744
381,255,97,0.000711741,-0.709646
381,164,97,0.000711448,-0.709646
405,219,4,0.000711448,-1
325,211,24,0.000711413,-0.871847
38,3,335,0.000710806,-0.418229
325,171,24,0.000710783,-0.871847
436,329,61,0.000710643,-0.550883
48,8,78,0.00071059,-0.512508
30,14,390,0.000710386,-0.35874
745,577,66,0.000710296,-0.555351
137,126,172,0.00071019,-0.521649
534,331,73,0.000710159,-0.606727
41,25,45,0.000710129,-0.595993
50,7,228,0.000710028,-0.420509
409,359,1,0.00071,-1
745,592,66,0.000709972,-0.555351
268,140,91,0.000709922,-0.556215
381,316,97,0.000709898,-0.709646
23,5,180,0.000709854,-0.481148
534,395,73,0.000709799,-0.606727
63,25,2,0.000709751,-0.909565
177,16,97,0.000709727,-0.586842
177,66,97,0.000709727,-0.586842
17,6,185,0.000709708,-0.491228
256,227,49,0.000709689,-0.793511
141,88,36,0.00070944,-0.671661
717,514,74,0.000709386,-0.603188
21,6,288,0.000709364,-0.378882
190,15,53,0.000709283,-0.790496
717,518,74,0.000709241,-0.603188
405,214,4,0.000709081,-1
100,23,95,0.000708979,-0.481526
162,65,53,0.000708955,-0.808256
87,30,15,0.000708935,-0.576246
436,259,61,0.000708886,-0.550883
268,137,91,0.000708868,-0.556215
136,115,1,0.00070867,-0.78228
717,529,74,0.000708585,-0.603188
184,164,216,0.000708514,-0.355259
367,324,52,0.00070839,-0.759513
177,17,97,0.000708365,-0.586842
141,18,36,0.00070826,-0.671661
254,135,73,0.000708223,-0.620796
77,24,44,0.000708215,-0.479188
534,325,73,0.000708209,-0.606727
53,9,2,0.00070805,-0.91778
23,18,164,0.000708046,-0.34109
76,8,5,0.000707853,-0.864546
409,318,1,0.000707792,-1
717,633,74,0.000707722,-0.603188
177,22,97,0.000707703,-0.586842
141,17,36,0.000707591,-0.671661
436,268,61,0.000707573,-0.550883
177,111,97,0.000707493,-0.586842
436,282,61,0.000707424,-0.550883
436,298,61,0.000707172,-0.550883
177,57,97,0.000707147,-0.586842
91,36,28,0.00070712,-0.32133
317,300,2,0.000707011,-0.810615
141,36,36,0.000706818,-0.671661
436,319,61,0.000706808,-0.550883
717,599,74,0.000706732,-0.603188
77,7,36,0.000706651,-0.449889
177,18,97,0.000706597,-0.586842
409,330,1,0.000706559,-1
177,21,97,0.000706558,-0.586842
534,407,73,0.000706388,-0.606727
64,43,2,0.000706241,-0.465625
141,16,36,0.000706212,-0.671661
436,367,61,0.000706177,-0.550883
16,5,123,0.000706133,-0.396258
325,175,24,0.000705735,-0.871847
22,1,164,0.000705694,-0.403405
268,114,91,0.000705344,-0.556215
177,14,97,0.000704975,-0.586842
325,150,24,0.000704927,-0.871847
714,597,2,0.000704792,-1
436,323,61,0.000704789,-0.550883
41,30,53,0.000704726,-0.50461
534,330,73,0.000704378,-0.606727
381,261,97,0.000704188,-0.709646
268,136,91,0.000704167,-0.556215
162,59,53,0.000704073,-0.808256
85,21,3,0.000703579,-0.838487
717,515,74,0.000703578,-0.603188
745,666,66,0.000703512,-0.555351
745,645,66,0.000703441,-0.555351
100,43,95,0.0007031,-0.481526
367,192,52,0.000703069,-0.759513
534,424,73,0.000703028,-0.606727
86,39,8,0.000702935,-0.735533
100,51,95,0.000702849,-0.481526
141,15,36,0.000702844,-0.671661
436,266,61,0.000702748,-0.550883
100,52,95,0.00070265,-0.481526
190,14,53,0.000702626,-0.790496
745,596,66,0.000702593,-0.555351
32,19,58,0.000702416,-0.286906
717,618,74,0.000702388,-0.603188
190,11,53,0.000702334,-0.790496
46,22,138,0.000702285,-0.506159
367,205,52,0.000701981,-0.759513
268,129,91,0.00070184,-0.556215
745,653,66,0.000701837,-0.555351
717,609,74,0.000701725,-0.603188
717,508,74,0.000701673,-0.603188
717,583,74,0.000701643,-0.603188
639,620,78,0.000701563,-0.449862
311,198,16,0.000701445,-0.92436
436,295,61,0.000701321,-0.550883
233,134,24,0.000701298,-0.915316
42,4,287,0.000701188,-0.468395
37,18,156,0.000701083,-0.35514
745,575,66,0.000701028,-0.555351
436,330,61,0.000700853,-0.550883
745,644,66,0.000700852,-0.555351
85,29,3,0.000700419,-0.838487
177,23,97,0.000700156,-0.586842
745,588,66,0.000700015,-0.555351
50,15,333,0.000699724,-0.464942
360,274,81,0.000699714,-0.442582
100,30,95,0.000699674,-0.481526
812,721,31,0.000699668,-0.677744
714,506,2,0.000699551,-1
534,408,73,0.000699548,-0.606727
534,413,73,0.000699277,-0.606727
745,589,66,0.000699142,-0.555351
436,256,61,0.000699104,-0.550883
325,155,24,0.000698751,-0.871847
181,1,2,0.000698687,-0.954875
177,37,97,0.000698648,-0.586842
325,217,24,0.000698618,-0.871847
77,4,36,0.000698612,-0.449889
233,46,24,0.000698581,-0.915316
76,17,5,0.000698576,-0.864546
233,29,24,0.000698502,-0.915316
37,23,279,0.000698233,-0.388011
190,137,53,0.000698194,-0.790496
141,14,36,0.000698101,-0.671661
239,223,2,0.000698086,-0.81241
52,35,4,0.000697988,-0.89768
745,598,66,0.000697952,-0.555351
331,314,3,0.000697677,-0.817987
106,9,7,0.000697532,-0.850199
165,148,32,0.000697501,-0.759588
717,610,74,0.000697376,-0.603188
22,15,176,0.00069725,-0.440776
427,416,1,0.000697234,-1
367,212,52,0.000697143,-0.759513
436,261,61,0.000696915,-0.550883
233,30,24,0.000696882,-0.915316
436,262,61,0.00069685,-0.550883
714,505,2,0.000696807,-1
717,513,74,0.000696693,-0.603188
534,410,73,0.000696534,-0.606727
233,28,24,0.000696405,-0.915316
39,14,225,0.00069603,-0.417408
268,143,91,0.000696022,-0.556215
745,567,66,0.000696,-0.555351
717,507,74,0.000695926,-0.603188
268,101,91,0.000695898,-0.556215
745,665,66,0.000695664,-0.555351
91,39,28,0.000695401,-0.32133
325,172,24,0.00069533,-0.871847
268,149,91,0.000695227,-0.556215
311,135,16,0.000695208,-0.92436
745,660,68,0.000695053,-0.541201
405,186,4,0.000694925,-1
100,35,95,0.000694868,-0.481526
62,14,2,0.000694817,-0.870415
76,18,5,0.000694656,-0.864546
39,26,43,0.000694491,-0.47875
344,332,1,0.000694444,-1
233,50,24,0.000693942,-0.915316
254,44,73,0.000693816,-0.620796
717,603,74,0.000693681,-0.603188
332,315,1,0.000693674,-0.64236
190,10,53,0.000693574,-0.790496
360,269,81,0.000693479,-0.442582
812,729,31,0.000693403,-0.677744
346,280,46,0.000693393,-0.885197
268,156,91,0.000693088,-0.556215
436,303,61,0.000692998,-0.550883
100,15,95,0.0006928,-0.481526
23,3,278,0.00069267,-0.349342
25,17,219,0.000692569,-0.314392
436,246,61,0.000692546,-0.550883
518,507,1,0.000692491,-1
745,641,66,0.000692063,-0.555351
254,142,73,0.000692014,-0.620796
534,403,73,0.000691898,-0.606727
436,260,61,0.000691819,-0.550883
436,254,61,0.000691728,-0.550883
46,23,232,0.000691727,-0.671174
219,44,28,0.000691658,-0.832896
100,32,95,0.000691421,-0.481526
812,718,31,0.000691225,-0.677744
717,577,74,0.000691137,-0.603188
436,241,61,0.000690989,-0.550883
714,504,2,0.000690905,-1
534,402,73,0.000690884,-0.606727
534,416,73,0.000690675,-0.606727
233,51,24,0.000690511,-0.915316
73,39,2,0.000690388,-0.89251
30,13,197,0.000690334,-0.401697
91,38,28,0.000690273,-0.32133
405,191,4,0.000690145,-1
91,37,28,0.00069013,-0.32133
354,329,22,0.000689992,-0.697276
233,31,24,0.00068989,-0.915316
92,62,1,0.000689855,-0.90752
81,67,37,0.000689803,-0.608709
361,350,103,0.000689758,-0.445795
73,42,2,0.000689479,-0.89251
311,134,16,0.000689451,-0.92436
254,43,73,0.000689229,-0.620796
177,10,97,0.00068915,-0.586842
268,99,91,0.000688923,-0.556215
717,512,74,0.00068889,-0.603188
409,338,1,0.00068886,-1
41,20,50,0.000688718,-0.475098
141,44,36,0.00068871,-0.671661
745,576,66,0.000688394,-0.555351
50,9,248,0.000688359,-0.41962
381,162,97,0.000688349,-0.709646
534,394,73,0.000688247,-0.606727
534,406,73,0.000688055,-0.606727
409,365,1,0.000688016,-1
181,86,2,0.000687971,-0.954875
233,127,24,0.000687905,-0.915316
360,275,81,0.000687775,-0.442582
50,14,332,0.000687753,-0.451787
41,18,50,0.000687716,-0.537663
381,163,97,0.0006877,-0.709646
534,469,73,0.000687623,-0.606727
106,10,7,0.000687589,-0.850199
311,130,16,0.000687586,-0.92436
457,438,75,0.000687488,-0.479139
534,464,72,0.00068745,-0.61467
367,191,52,0.000687248,-0.759513
254,134,73,0.000687098,-0.620796
62,15,2,0.000687029,-0.870415
436,245,61,0.000686891,-0.550883
367,186,52,0.000686793,-0.759513
436,242,61,0.000686628,-0.550883
51,8,2,0.000686605,-0.91342
745,640,66,0.000686259,-0.555351
128,22,28,0.000686175,-0.879063
233,24,24,0.000686091,-0.915316
745,549,66,0.000685744,-0.555351
219,43,28,0.000685564,-0.832896
325,213,24,0.000685385,-0.871847
200,172,48,0.000685246,-0.628092
436,240,61,0.000685106,-0.550883
745,554,66,0.00068506,-0.555351
46,28,282,0.000685047,-0.662466
268,128,91,0.000684998,-0.556215
181,130,2,0.000684689,-0.954875
76,7,5,0.000684641,-0.864546
714,500,2,0.000684407,-1
30,9,576,0.000684068,-0.414609
745,574,66,0.000684042,-0.555351
44,8,125,0.000683883,-0.422997
367,207,52,0.000683797,-0.759513
745,610,66,0.000683546,-0.555351
219,39,28,0.00068354,-0.832896
745,667,66,0.000683521,-0.555351
100,16,95,0.000683498,-0.481526
436,371,61,0.000683415,-0.550883
268,100,91,0.000683304,-0.556215
717,589,74,0.000683272,-0.603188
181,127,2,0.000683113,-0.954875
381,268,97,0.000682878,-0.709646
43,15,353,0.000682854,-0.45526
190,93,53,0.000682801,-0.790496
50,10,287,0.000682618,-0.455476
87,16,15,0.00068251,-0.576246
52,7,4,0.000682413,-0.89768
812,709,31,0.00068231,-0.677744
745,550,66,0.000682241,-0.555351
226,209,1,0.000682132,-0.68505
100,44,95,0.000682112,-0.481526
128,29,28,0.000682105,-0.879063
190,87,53,0.00068207,-0.790496
85,23,3,0.000681609,-0.838487
254,39,73,0.000681596,-0.620796
36,5,244,0.000681451,-0.342427
325,186,24,0.000681327,-0.871847
381,158,97,0.000681201,-0.709646
405,217,4,0.000681188,-1
367,200,52,0.00068113,-0.759513
745,597,66,0.00068094,-0.555351
38,5,241,0.000680894,-0.392792
381,260,97,0.000680853,-0.709646
190,8,53,0.000680748,-0.790496
181,0,2,0.000680636,-0.954875
745,639,66,0.000680333,-0.555351
79,21,2,0.000680273,-0.934555
745,548,66,0.000680132,-0.555351
177,8,97,0.000680114,-0.586842
745,562,66,0.000680106,-0.555351
745,553,66,0.000680105,-0.555351
163,77,185,0.000680092,-0.583415
745,564,66,0.000680085,-0.555351
100,55,95,0.000680007,-0.481526
436,326,61,0.000679862,-0.550883
745,570,66,0.000679838,-0.555351
233,49,24,0.000679812,-0.915316
46,10,86,0.000679479,-0.647795
100,25,95,0.00067931,-0.481526
745,569,66,0.000679224,-0.555351
714,527,2,0.000679191,-1
745,647,66,0.000679046,-0.555351
812,739,31,0.000679028,-0.677744
141,10,36,0.000678994,-0.671661
73,1,2,0.000678725,-0.89251
436,247,61,0.000678577,-0.550883
436,309,61,0.000678576,-0.550883
190,9,53,0.000678355,-0.790496
37,10,204,0.000678352,-0.456528
745,590,66,0.000678204,-0.555351
268,98,91,0.000678125,-0.556215
23,17,276,0.000677919,-0.356977
254,42,73,0.000677285,-0.620796
745,648,68,0.000677226,-0.541201
181,126,2,0.00067722,-0.954875
268,202,91,0.000677171,-0.556215
714,526,2,0.00067714,-1
717,590,74,0.000677137,-0.603188
717,595,74,0.000677097,-0.603188
133,118,3,0.000676908,-0.77076
745,568,66,0.000676895,-0.555351
717,647,74,0.000676882,-0.603188
233,133,24,0.000676816,-0.915316
163,1,185,0.000676748,-0.583415
163,2,185,0.000676665,-0.583415
240,225,3,0.00067666,-0.77869
436,253,61,0.00067658,-0.550883
190,4,53,0.000676543,-0.790496
268,157,91,0.000676411,-0.556215
367,206,52,0.000676364,-0.759513
717,592,74,0.000676138,-0.603188
367,189,52,0.00067593,-0.759513
74,57,41,0.000675878,-0.737616
233,130,24,0.000675752,-0.915316
436,297,61,0.000675682,-0.550883
381,141,97,0.000675404,-0.709646
177,9,97,0.000675312,-0.586842
360,295,81,0.000675224,-0.442582
268,148,91,0.000675156,-0.556215
366,345,68,0.00067506,-0.52419
325,205,24,0.000674967,-0.871847
228,209,63,0.000674893,-0.497927
564,536,17,0.000674857,-0.951874
268,200,91,0.000674837,-0.556215
92,48,1,0.000674407,-0.90752
745,609,66,0.000674313,-0.555351
367,190,52,0.000674298,-0.759513
405,205,4,0.000674243,-1
812,716,31,0.000674236,-0.677744
405,213,4,0.000674134,-1
812,693,31,0.000673918,-0.677744
717,652,74,0.0006738,-0.603188
436,263,61,0.000673756,-0.550883
381,161,97,0.00067375,-0.709646
717,606,74,0.00067369,-0.603188
233,23,24,0.000673674,-0.915316
141,9,36,0.00067361,-0.671661
100,49,95,0.000673589,-0.481526
360,281,81,0.000673426,-0.442582
190,7,53,0.000673364,-0.790496
367,203,52,0.000673342,-0.759513
219,42,28,0.000673254,-0.832896
22,0,161,0.000673246,-0.399538
381,142,97,0.000673193,-0.709646
233,18,24,0.00067312,-0.915316
22,2,159,0.000672911,-0.396274
436,366,61,0.000672882,-0.550883
360,267,81,0.000672634,-0.442582
409,326,1,0.000672508,-1
714,522,2,0.000672454,-1
714,507,2,0.000672422,-1
42,17,318,0.000672335,-0.392235
73,44,2,0.000672084,-0.89251
163,3,185,0.00067208,-0.583415
254,143,73,0.000672062,-0.620796
436,315,61,0.000672042,-0.550883
436,310,61,0.000671909,-0.550883
534,409,73,0.000671821,-0.606727
22,6,16,0.000671713,-0.545376
87,48,5,0.000671578,-0.695552
714,590,2,0.000671458,-1
73,51,2,0.000671406,-0.89251
745,606,66,0.000671363,-0.555351
66,48,2,0.000671283,-0.857495
25,10,324,0.000671188,-0.365771
27,21,35,0.00067118,-0.592291
233,45,24,0.000671168,-0.915316
73,2,2,0.000671081,-0.89251
275,260,169,0.000671071,-0.428277
445,435,71,0.000670831,-0.506275
141,8,36,0.00067083,-0.671661
381,140,97,0.000670722,-0.709646
141,38,36,0.00067057,-0.671661
23,2,474,0.000670558,-0.396529
436,312,61,0.000670556,-0.550883
85,66,3,0.000670497,-0.838487
311,133,16,0.00067046,-0.92436
77,66,48,0.000670408,-0.450244
717,576,74,0.000670128,-0.603188
163,21,185,0.000669902,-0.583415
92,71,1,0.000669772,-0.90752
534,324,73,0.0006696,-0.606727
